Position,Gross
ADMIN; ES ASST PRINCIPAL,"$79,288.60"
INTERVENTION SPECIALIST,"$79,271.76"
CLAS-NON; MECHANIC,"$79,217.93"
TEACHER,"$79,136.64"
TEACHER,"$79,107.14"
TEACHER,"$79,052.18"
TEACHER,"$79,033.64"
TEACHER,"$78,999.32"
ADMIN; PROJECT COORDINATOR STRS,"$78,950.70"
TEACHER,"$78,904.00"
TEACHER,"$78,878.64"
TEACHER,"$78,807.29"
TEACHER,"$78,791.99"
TEACHER,"$78,696.72"
TEACHER,"$78,665.04"
TREASURER'S ASSOCIATE,"$78,655.32"
TEACHER,"$78,605.32"
TEACHER,"$78,579.50"
ADMIN; SUPERVISOR STRS,"$78,554.60"
TEACHER,"$78,547.42"
TEACHER,"$78,499.27"
INTERVENTION SPECIALIST; TEACHER,"$78,487.18"
GUIDANCE COUNSELOR HS 200; TEACHER,"$78,473.00"
INTERVENTION SPECIALIST; TEACHER,"$78,379.33"
TEACHER,"$78,238.38"
TEACHER,"$78,206.90"
SECRETARY 260,"$78,188.44"
TEACHER,"$78,165.36"
EL SPECIALIST; TEACHER,"$78,087.86"
TEACHER,"$78,035.15"
CMF; CUSTODIAN,"$78,005.14"
TEACHER,"$77,910.17"
TEACHER,"$77,855.32"
EL SPECIALIST; TEACHER,"$77,852.54"
TEACHER,"$77,790.53"
DRIVER; TRANS DRIVER,"$77,646.44"
CMF; CUSTODIAN,"$77,610.41"
TEACHER,"$77,529.18"
TEACHER,"$77,461.00"
SECRETARY 260,"$77,438.36"
INTERVENTION SPECIALIST; TEACHER,"$77,437.80"
TEACHER,"$77,405.32"
INTERVENTION SPECIALIST; TEACHER,"$77,332.25"
INTERVENTION SPECIALIST; TEACHER,"$77,324.49"
CMF; CUSTODIAN,"$77,198.06"
TEACHER,"$77,173.14"
TEACHER,"$77,168.40"
EL SPECIALIST; TEACHER,"$77,095.64"
SECRETARY 260,"$76,970.44"
CMF; CUSTODIAN,"$76,856.94"
CLAS-NON; MECHANIC,"$76,755.91"
TEACHER,"$76,585.68"
TEACHER,"$76,574.16"
CLAS-NON; SECRETARY 260,"$76,545.24"
INTERVENTION SPECIALIST,"$76,498.40"
TEACHER,"$76,468.14"
CMF; CUSTODIAN,"$76,462.40"
TEACHER,"$76,462.14"
TEACHER,"$76,460.25"
TREASURER'S ASSOCIATE,"$76,325.64"
SECRETARY 260,"$76,325.64"
TEACHER,"$76,317.04"
TEACHER,"$76,304.56"
TEACHER,"$76,241.68"
TEACHER,"$76,133.75"
INTERVENTION SPECIALIST; TEACHER,"$76,107.39"
TEACHER,"$76,005.43"
CMF; CUSTODIAN,"$75,995.48"
INTERVENTION SPECIALIST; TEACHER,"$75,990.36"
INTERVENTION SPECIALIST; TEACHER,"$75,965.78"
DRIVER; TRANS DRIVER,"$75,930.37"
INTERVENTION SPECIALIST; TEACHER,"$75,920.64"
CMF; MAINTENANCE,"$75,904.50"
CMF; MAINTENANCE,"$75,870.14"
TEACHER,"$75,850.43"
TEACHER,"$75,674.85"
TEACHER,"$75,558.86"
EL SPECIALIST; TEACHER,"$75,533.00"
TEACHER,"$75,448.75"
INTERVENTION SPECIALIST; TEACHER,"$75,428.10"
ADMIN; SUB-CLAS,"$75,419.14"
ADMIN; ES ASST PRINCIPAL,"$75,406.10"
GUIDANCE COUNSELOR HS 200; TEACHER,"$75,403.67"
CLAS-NON; MONITOR/AIDE,"$75,308.48"
TEACHER,"$75,279.32"
SECRETARY 260,"$75,181.72"
LIBRARY/MEDIA SPC ES; TEACHER,"$75,154.11"
TEACHER,"$75,068.03"
INTERVENTION SPECIALIST; TEACHER,"$75,048.68"
TEACHER,"$75,011.68"
CLAS-NON; SECRETARY 260,"$74,990.05"
TEACHER,"$74,883.64"
TEACHER,"$74,847.18"
TEACHER,"$74,769.68"
TEACHER,"$74,747.75"
CLAS-NON; SECRETARY 260,"$74,729.24"
TEACHER,"$74,698.99"
TEACHER,"$74,663.46"
TEACHER,"$74,464.25"
INTERVENTION SPECIALIST; TEACHER,"$74,449.25"
INTERVENTION SPECIALIST; TEACHER,"$74,440.39"
TEACHER,"$74,413.68"
DRIVER; TRANS DRIVER,"$74,335.72"
INTERVENTION SPECIALIST; TEACHER,"$74,306.36"
CLAS-NON; NETWORK SPECIALIST II,"$74,306.15"
TEACHER,"$74,288.06"
TEACHER,"$74,261.04"
CMF; CUSTODIAN,"$74,236.58"
TEACHER,"$74,214.55"
CMF; MAINTENANCE,"$74,180.09"
SECRETARY 260,"$74,119.72"
TEACHER,"$74,060.25"
TEACHER,"$74,030.06"
TEACHER,"$73,976.25"
ADMIN; PROJECT COORDINATOR SERS,"$73,898.10"
EL SPECIALIST; TEACHER,"$73,794.22"
INTERVENTION SPECIALIST; TEACHER,"$73,705.36"
CLAS-NON; TRANSPORTATION SPECIALIST,"$73,661.80"
INTERVENTION SPECIALIST; TEACHER,"$73,647.18"
TEACHER,"$73,605.85"
TEACHER,"$73,568.46"
TEACHER,"$73,528.36"
INTERVENTION SPECIALIST; TEACHER,"$73,456.67"
TEACHER,"$73,429.32"
ADMIN; ES ASST PRINCIPAL,"$73,385.43"
TEACHER,"$73,303.68"
SECRETARY 260,"$73,288.92"
TEACHER,"$73,288.68"
TEACHER,"$73,116.54"
TEACHER,"$73,098.32"
TEACHER,"$73,071.18"
SUPERVISOR SERS,"$73,021.90"
TEACHER,"$72,908.32"
INTERVENTION SPECIALIST; TEACHER,"$72,857.30"
INTERVENTION SPECIALIST,"$72,819.65"
ADMIN; SUPERVISOR SERS,"$72,769.60"
INTERVENTION SPECIALIST,"$72,698.32"
SECRETARY 260,"$72,633.56"
INTERVENTION SPECIALIST; TEACHER,"$72,633.36"
SECRETARY 226,"$72,613.70"
TEACHER,"$72,559.57"
CMF; CUSTODIAN,"$72,515.12"
TEACHER,"$72,506.44"
INTERVENTION SPECIALIST; TEACHER,"$72,504.25"
TECHNOLOGY SPECIALIST,"$72,498.48"
ADMIN,"$72,494.88"
INTERVENTION SPECIALIST; TEACHER,"$72,480.68"
INTERVENTION SPECIALIST; TEACHER,"$72,462.32"
TREASURER'S ASSOCIATE,"$72,446.48"
CLAS-NON; SECRETARY 226,"$72,400.95"
TECHNOLOGY SPECIALIST,"$72,392.92"
TEACHER,"$72,312.32"
TEACHER,"$72,285.99"
TEACHER,"$72,261.34"
INTERVENTION SPECIALIST; TEACHER,"$72,242.94"
TEACHER,"$72,203.14"
TEACHER,"$72,158.00"
INTERVENTION SPECIALIST; TEACHER,"$72,131.00"
INTERVENTION SPECIALIST; TEACHER,"$72,053.00"
TEACHER,"$72,022.10"
GUIDANCE COUNSELOR ES 191; TEACHER,"$72,007.72"
TEACHER,"$72,002.67"
SUPERVISOR SERS,"$71,974.10"
CLAS-NON; SECRETARY 260,"$71,923.44"
INTERVENTION SPECIALIST; TEACHER,"$71,897.32"
TEACHER,"$71,703.88"
SECRETARY 260,"$71,666.36"
CMF; CUSTODIAN,"$71,660.86"
INTERVENTION SPECIALIST,"$71,644.88"
TEACHER,"$71,631.28"
NURSE; TEACHER,"$71,617.64"
TEACHER,"$71,580.82"
TEACHER,"$71,552.28"
TEACHER,"$71,539.25"
INTERVENTION SPECIALIST; TEACHER,"$71,482.36"
TEACHER,"$71,465.60"
TEACHER,"$71,420.32"
TEACHER,"$71,410.64"
ADMIN; SUPERVISOR SERS,"$71,377.60"
TEACHER,"$71,370.14"
CMF,"$71,353.51"
TEACHER,"$71,268.54"
CLAS-NON; TECHNOLOGY SPECIALIST,"$71,251.67"
INTERVENTION SPECIALIST; TEACHER,"$71,227.29"
TEACHER,"$71,161.81"
LIBRARY/MEDIA SPC ES,"$71,152.45"
TEACHER,"$71,141.04"
INTERVENTION SPECIALIST; TEACHER,"$71,052.32"
TEACHER,"$70,991.69"
INTERVENTION SPECIALIST; TEACHER,"$70,987.43"
INTERVENTION SPECIALIST; TEACHER,"$70,879.82"
ADMIN; ES ASST PRINCIPAL,"$70,871.15"
TEACHER,"$70,820.08"
INTERVENTION SPECIALIST,"$70,802.32"
TEACHER,"$70,753.39"
CMF; CUSTODIAN,"$70,697.48"
TEACHER,"$70,594.85"
CMF; MAINTENANCE,"$70,523.61"
INTERVENTION SPECIALIST; TEACHER,"$70,512.04"
TEACHER,"$70,449.82"
TEACHER,"$70,419.11"
TEACHER,"$70,372.22"
TEACHER,"$70,350.48"
CLAS-NON; DRIVER; SECRETARY 260,"$70,333.25"
CLAS-NON; SECRETARY 260,"$70,325.08"
TEACHER,"$70,321.64"
TEACHER,"$70,294.72"
INTERVENTION SPECIALIST; TEACHER,"$70,258.79"
CMF; CUSTODIAN,"$70,245.78"
TEACHER,"$70,194.86"
TEACHER,"$70,181.90"
ADMIN; ES ASST PRINCIPAL,"$70,176.30"
CLAS-NON; SECRETARY 260,"$70,162.60"
TEACHER,"$70,117.36"
TEACHER,"$70,104.72"
ACCOUNTANTS,"$70,052.20"
TEACHER,"$69,993.54"
LIBRARY/MEDIA SPC ES; TEACHER,"$69,950.71"
CMF; CUSTODIAN,"$69,845.48"
TEACHER,"$69,829.04"
INTERVENTION SPECIALIST; TEACHER,"$69,773.89"
TEACHER,"$69,677.51"
SECRETARY 260,"$69,669.64"
SECRETARY 260,"$69,669.64"
NURSE; TEACHER,"$69,652.04"
CMF; FIELD SERVICE TECH,"$69,631.39"
TEACHER,"$69,609.00"
CMF; FIELD SERVICE TECH,"$69,533.40"
TEACHER; TEACHER PT 185,"$69,509.39"
TEACHER,"$69,494.72"
ADMIN; SUPERVISOR SERS,"$69,450.00"
TEACHER,"$69,417.36"
CMF; CUSTODIAN,"$69,393.13"
TEACHER,"$69,390.10"
TEACHER,"$69,290.78"
INTERVENTION SPECIALIST; TEACHER,"$69,275.23"
CMF; CUSTODIAN,"$69,242.98"
INTERVENTION SPECIALIST; TEACHER,"$69,235.36"
CMF; CUSTODIAN,"$69,135.89"
INTERVENTION SPECIALIST; TEACHER,"$69,112.00"
TEACHER,"$69,093.15"
TEACHER,"$68,973.00"
TEACHER,"$68,914.84"
TEACHER,"$68,880.68"
TEACHER,"$68,811.82"
TREASURER'S ASSOCIATE,"$68,754.44"
GUIDANCE COUNSELOR ES 191,"$68,750.71"
DRIVER; TRANS DRIVER,"$68,745.23"
TEACHER,"$68,728.68"
TEACHER,"$68,684.55"
CMF; FIELD SERVICE TECH,"$68,661.61"
TEACHER,"$68,638.21"
TEACHER,"$68,629.68"
TEACHER,"$68,475.31"
TEACHER,"$68,456.08"
TEACHER,"$68,425.50"
TEACHER,"$68,393.10"
TEACHER,"$68,371.14"
INTERVENTION SPECIALIST; TEACHER,"$68,320.43"
TEACHER,"$68,227.44"
TEACHER,"$68,193.64"
DRIVER; TRANS DRIVER,"$68,173.86"
INTERVENTION SPECIALIST; TEACHER,"$68,145.25"
CMF; CUSTODIAN,"$68,093.69"
TEACHER,"$68,038.64"
CLAS-NON; DISPATCHER/CLERK,"$68,031.53"
CMF; CUSTODIAN,"$68,029.12"
TEACHER,"$67,983.70"
TEACHER,"$67,953.31"
TEACHER,"$67,952.56"
DRIVER; TRANS DRIVER,"$67,934.02"
INTERVENTION SPECIALIST; TEACHER,"$67,833.82"
CLAS-NON; SECRETARY 260,"$67,759.03"
DRIVER; TRANS DRIVER,"$67,743.99"
TEACHER,"$67,676.11"
CMF,"$67,493.66"
INTERVENTION SPECIALIST; TEACHER,"$67,471.13"
CMF; CUSTODIAN,"$67,467.13"
CMF; CUSTODIAN,"$67,460.69"
INTERVENTION SPECIALIST; TEACHER,"$67,200.50"
CMF; CUSTODIAN,"$67,163.94"
CMF; MAINTENANCE,"$67,093.42"
CMF; CUSTODIAN,"$67,078.87"
INTERVENTION SPECIALIST; TEACHER,"$66,939.68"
CMF; CUSTODIAN,"$66,936.18"
TEACHER,"$66,899.99"
TEACHER; TEACHER PT/JS,"$66,806.32"
INTERVENTION SPECIALIST; TEACHER,"$66,761.14"
SUPERVISOR SERS,"$66,738.60"
CMF; CUSTODIAN,"$66,665.83"
ADMIN; ASST SUPERVISOR SERS,"$66,648.90"
CMF; CUSTODIAN,"$66,642.04"
TEACHER; TEACHER PT/JS,"$66,635.26"
CLAS-NON; SECRETARY 226,"$66,600.27"
TEACHER,"$66,572.64"
TEACHER,"$66,397.00"
ADMIN; STRS SCHOOL SOCIAL WORKER,"$66,393.60"
TEACHER,"$66,390.52"
DRIVER; TRANS DRIVER,"$66,250.36"
TEACHER,"$66,128.30"
INTERVENTION SPECIALIST; TEACHER,"$66,116.86"
TEACHER,"$66,075.80"
ADMIN; STRS SCHOOL SOCIAL WORKER,"$66,065.80"
CMF; MAINTENANCE,"$66,026.02"
TEACHER,"$66,000.86"
TEACHER,"$65,999.18"
TEACHER,"$65,994.64"
SECRETARY 260,"$65,780.04"
LITERACY SPC PT/JS; TEACHER,"$65,658.39"
DRIVER; TRANS DRIVER,"$65,637.80"
CMF; CUSTODIAN,"$65,625.30"
TEACHER,"$65,619.64"
INTERVENTION SPECIALIST; TEACHER,"$65,588.98"
TEACHER,"$65,581.10"
INTERVENTION SPECIALIST; TEACHER,"$65,581.00"
TEACHER,"$65,542.14"
DRIVER; TRANS DRIVER,"$65,536.28"
DRIVER; TRANS DRIVER,"$65,482.49"
TEACHER,"$65,464.64"
CLAS-NON; SECRETARY 226,"$65,430.34"
TEACHER,"$65,404.57"
TEACHER,"$65,383.96"
TEACHER,"$65,348.60"
CMF; FIELD SERVICE TECH,"$65,332.52"
TEACHER,"$65,324.83"
CLAS-NON; SECRETARY 226,"$65,285.00"
CLAS-NON; NETWORK SPECIALIST,"$65,278.60"
DRIVER; TRANS DRIVER,"$65,265.58"
LITERACY SPC PT/JS; TEACHER,"$65,209.55"
TEACHER,"$65,157.96"
TEACHER,"$65,101.22"
TEACHER,"$64,955.28"
TEACHER,"$64,820.64"
TEACHER,"$64,814.36"
TEACHER,"$64,739.89"
TEACHER,"$64,737.07"
INTERVENTION SPECIALIST,"$64,679.00"
CMF; MAINTENANCE,"$64,659.76"
TEACHER,"$64,549.28"
INTERVENTION SPECIALIST; TEACHER,"$64,342.14"
CMF; MAINTENANCE,"$64,300.53"
LIBRARY/MEDIA SPC HS/MS; TEACHER,"$64,217.70"
TEACHER,"$64,171.46"
SECRETARY 260,"$63,928.84"
SECRETARY 260,"$63,928.84"
SECRETARY 260,"$63,928.84"
CMF; CUSTODIAN,"$63,909.90"
CMF; CUSTODIAN,"$63,864.49"
TEACHER,"$63,863.42"
TEACHER,"$63,863.42"
DRIVER; TRANS DRIVER,"$63,753.88"
CMF; CUSTODIAN,"$63,739.65"
TEACHER,"$63,654.75"
TEACHER,"$63,635.47"
TEACHER,"$63,562.18"
SECRETARY 226,"$63,401.94"
TEACHER,"$63,376.60"
CMF; MAINTENANCE,"$63,367.19"
CLAS-NON; SECRETARY 260,"$63,358.96"
INTERVENTION SPECIALIST; TEACHER,"$63,357.18"
INTERVENTION SPECIALIST; TEACHER,"$63,338.11"
TEACHER,"$63,313.64"
TEACHER,"$63,262.35"
TEACHER,"$63,253.96"
CLAS-NON; SECRETARY 260,"$63,236.98"
INTERVENTION SPECIALIST; TEACHER,"$63,170.46"
TEACHER,"$63,157.61"
ADMIN,"$63,087.50"
TEACHER,"$63,009.12"
DRIVER; TRANS DRIVER,"$63,006.62"
TEACHER,"$62,960.96"
CLAS-NON; MECHANIC,"$62,900.53"
EL SPECIALIST; TEACHER,"$62,856.59"
TEACHER,"$62,776.64"
TEACHER,"$62,691.97"
TEACHER,"$62,663.42"
INTERVENTION SPECIALIST; TEACHER,"$62,610.92"
TEACHER,"$62,607.96"
TEACHER,"$62,586.48"
TEACHER,"$62,495.02"
CMF; CUSTODIAN,"$62,432.59"
CMF; CUSTODIAN,"$62,397.26"
CMF; CUSTODIAN,"$62,392.32"
CMF; CUSTODIAN,"$62,390.45"
DRIVER; TRANS DRIVER,"$62,383.69"
TEACHER,"$62,349.43"
TEACHER,"$62,348.80"
CMF; CUSTODIAN,"$62,196.04"
SECRETARY 260,"$62,140.12"
SECRETARY 260,"$62,140.12"
SECRETARY 260,"$62,140.12"
CMF; CUSTODIAN,"$62,135.47"
TEACHER,"$62,081.36"
SECRETARY 226,"$62,024.98"
INTERVENTION SPECIALIST; TEACHER,"$62,016.10"
TEACHER,"$61,950.36"
TEACHER,"$61,923.10"
COORDINATOR STUDENT EXP; TEACHER,"$61,893.82"
TEACHER,"$61,872.28"
CMF,"$61,781.89"
CMF; CUSTODIAN,"$61,763.63"
TEACHER,"$61,750.78"
CLAS-NON; SECRETARY 260,"$61,744.42"
INTERVENTION SPECIALIST; TEACHER,"$61,714.82"
INTERVENTION SPECIALIST; TEACHER,"$61,689.36"
CLAS-NON; SECRETARY 226,"$61,629.19"
CLAS-NON; SECRETARY 260,"$61,599.73"
LITERACY SPC PT/JS; TEACHER,"$61,569.11"
TEACHER,"$61,498.32"
CMF; CUSTODIAN,"$61,487.37"
TEACHER,"$61,359.69"
TEACHER,"$61,242.71"
CMF; CUSTODIAN,"$61,230.15"
ADMIN; STRS MENTAL HEALTH SPC,"$61,201.40"
TEACHER,"$61,162.14"
INTERVENTION SPECIALIST; TEACHER,"$61,141.46"
ADMIN; STRS MENTAL HEALTH SPC,"$61,125.00"
ADMIN; STRS MENTAL HEALTH SPC,"$61,125.00"
ADMIN; STRS MENTAL HEALTH SPC,"$61,125.00"
TEACHER,"$61,118.96"
TEACHER,"$61,113.57"
TEACHER,"$61,107.80"
INTERVENTION SPECIALIST; TEACHER,"$61,063.82"
TEACHER,"$61,044.82"
CMF; CUSTODIAN,"$61,012.39"
TEACHER,"$60,999.82"
INTERVENTION SPECIALIST; TEACHER,"$60,925.25"
CLAS-NON; DISPATCHER/CLERK,"$60,910.31"
CLAS-NON; MECHANIC,"$60,803.95"
TEACHER,"$60,777.58"
TEACHER,"$60,746.44"
TEACHER; TEACHER PT 185,"$60,711.32"
TEACHER,"$60,708.14"
INTERVENTION SPECIALIST,"$60,668.96"
TEACHER; TEACHER PT 185,"$60,601.12"
CMF; CUSTODIAN,"$60,481.96"
TEACHER,"$60,409.43"
SECRETARY 260,"$60,372.04"
SECRETARY 260,"$60,372.04"
SECRETARY 260,"$60,372.04"
TEACHER,"$60,346.78"
INTERVENTION SPECIALIST,"$60,321.44"
TEACHER; TEACHER PT 185,"$60,275.32"
DRIVER; TRANS DRIVER,"$60,224.53"
INTERVENT SPECIAL PT/JS; TEACHER,"$60,203.94"
DRIVER; TRANS DRIVER,"$60,178.59"
TEACHER,"$60,172.72"
ACCOUNTANTS; ADMIN,"$60,153.85"
TEACHER; TEACHER PT/JS,"$60,126.37"
TEACHER,"$60,118.66"
CLAS-NON; MONITOR/AIDE,"$60,028.88"
CLAS-NON; SECRETARY 183,"$60,020.62"
INTERVENTION SPECIALIST; TEACHER,"$59,999.82"
EL SPECIALIST; TEACHER,"$59,929.64"
LITERACY SPC PT/JS; TEACHER,"$59,910.31"
CMF; CUSTODIAN,"$59,862.33"
TEACHER,"$59,839.29"
CMF; CUSTODIAN,"$59,807.54"
TEACHER,"$59,734.32"
TEACHER,"$59,683.83"
INTERVENTION SPECIALIST; TEACHER,"$59,585.71"
CMF; CUSTODIAN,"$59,546.42"
TEACHER,"$59,349.46"
TEACHER,"$59,322.52"
TEACHER,"$59,188.84"
TEACHER,"$59,094.78"
INT-AIDE; INTERVENTION AIDE,"$59,042.83"
DRIVER; TRANS DRIVER,"$58,997.01"
DRIVER; TRANS DRIVER,"$58,983.83"
CLAS-NON; SECRETARY 260,"$58,928.89"
CMF,"$58,913.34"
CMF; MAINTENANCE,"$58,749.94"
TEACHER; TEACHER PT/JS,"$58,719.43"
ADMIN; STRS SCHOOL SOCIAL WORKER,"$58,718.00"
TEACHER,"$58,715.04"
DRIVER; TRANS DRIVER,"$58,710.24"
TEACHER,"$58,539.36"
TEACHER,"$58,425.25"
TEACHER,"$58,420.39"
CLAS-NON; MONITOR/AIDE,"$58,364.08"
GUIDANCE COUNSELOR MS 197; TEACHER,"$58,108.51"
INTERVENTION SPECIALIST,"$58,056.64"
ADMIN; STRS SCHOOL SOCIAL WORKER,"$58,023.70"
CMF; CUSTODIAN,"$57,945.66"
CMF; FIELD SERVICE TECH,"$57,933.80"
INTERVENTION SPECIALIST; TEACHER,"$57,933.36"
TEACHER,"$57,876.78"
INTERVENTION SPECIALIST; TEACHER,"$57,840.67"
TEACHER; TEACHER PT/JS,"$57,828.00"
CLAS-NON; NETWORK SPECIALIST II,"$57,667.12"
CMF; CUSTODIAN,"$57,663.16"
TEACHER,"$57,569.64"
EL SPECIALIST; TEACHER,"$57,564.36"
CLAS-NON; SECRETARY 183,"$57,503.52"
TEACHER,"$57,475.86"
ADMIN,"$57,466.70"
TEACHER; TEACHER PT/JS,"$57,421.00"
CLINIC AIDE,"$57,323.36"
CMF; CUSTODIAN,"$57,243.51"
TEACHER,"$57,213.88"
TEACHER,"$57,207.82"
TEACHER,"$57,172.64"
TEACHER,"$57,149.32"
DRIVER; TRANS DRIVER,"$57,136.41"
TEACHER,"$57,022.78"
SECRETARY 260,"$57,012.84"
TEACHER,"$56,992.80"
TEACHER,"$56,975.34"
SECRETARY 226,"$56,923.34"
INTERVENTION SPECIALIST; TEACHER,"$56,917.64"
INTERVENTION SPECIALIST; TEACHER,"$56,893.32"
TEACHER,"$56,859.04"
TEACHER,"$56,819.65"
TEACHER,"$56,654.14"
DRIVER; TRANS DRIVER,"$56,462.55"
TEACHER,"$56,437.80"
TEACHER,"$56,436.00"
INTERVENTION SPECIALIST; TEACHER,"$56,431.42"
TEACHER,"$56,397.78"
TEACHER,"$56,388.32"
CMF; FIELD SERVICE TECH,"$56,307.08"
CLAS-NON; SECRETARY 183,"$56,291.18"
TEACHER,"$56,209.36"
CMF; CUSTODIAN,"$56,170.51"
CLINIC AIDE; INT-AIDE,"$56,137.04"
CMF; CUSTODIAN,"$56,129.49"
TEACHER,"$56,121.51"
DRIVER; TRANS DRIVER,"$56,117.15"
TEACHER,"$56,010.28"
TEACHER; TEACHER PT/JS,"$55,988.50"
CMF; CUSTODIAN,"$55,975.84"
CLINIC AIDE; INT-AIDE,"$55,893.32"
TEACHER,"$55,892.36"
INTERVENTION SPECIALIST,"$55,858.88"
TEACHER,"$55,844.60"
FOOD SVC MANAGER; FOOD-SVC,"$55,806.11"
TEACHER,"$55,792.80"
CMF; CUSTODIAN,"$55,733.12"
TEACHER,"$55,715.60"
ADMIN; STRS SCHOOL SOCIAL WORKER,"$55,689.64"
CMF; CUSTODIAN,"$55,671.19"
INT-AIDE; INTERVENTION AIDE,"$55,548.17"
CLAS-NON; MONITOR/AIDE,"$55,517.10"
CMF; CUSTODIAN,"$55,510.87"
INTERVENTION SPECIALIST; TEACHER,"$55,344.82"
SECRETARY 226,"$55,323.26"
SECRETARY 226,"$55,323.26"
INTERVENTION SPECIALIST; TEACHER,"$55,266.32"
CMF; CUSTODIAN,"$55,233.14"
TEACHER,"$55,206.52"
EL SPECIALIST PT/JS; TEACHER,"$55,162.13"
EL SPECIALIST; TEACHER,"$55,138.72"
ADMIN; STRS SCHOOL SOCIAL WORKER,"$55,036.70"
TEACHER,"$54,984.06"
TEACHER,"$54,805.50"
DRIVER; TRANS DRIVER,"$54,739.55"
FOOD SVC MANAGER; FOOD-SVC,"$54,692.21"
INTERVENTION SPECIALIST,"$54,655.28"
TEACHER,"$54,631.22"
TEACHER,"$54,521.32"
TREASURER'S ASSOCIATE,"$54,516.88"
ADMIN; STRS SCHOOL SOCIAL WORKER,"$54,407.50"
CLINIC AIDE; INT-AIDE,"$54,384.96"
CLINIC AIDE; INT-AIDE,"$54,359.97"
TEACHER,"$54,330.04"
CMF; CUSTODIAN,"$54,307.92"
INTERVENTION SPECIALIST; TEACHER,"$54,288.24"
INTERVENTION SPECIALIST,"$54,270.96"
TEACHER,"$54,261.56"
CLAS-NON; TECHNOLOGY SPECIALIST,"$54,192.63"
TEACHER,"$54,167.64"
TEACHER,"$54,108.00"
CMF; CUSTODIAN,"$54,105.32"
ADMIN; STRS SCHOOL SOCIAL WORKER,"$54,097.50"
FOOD SVC MANAGER; FOOD-SVC,"$54,096.44"
TEACHER,"$54,077.28"
TEACHER,"$54,043.79"
CMF; FIELD SERVICE TECH,"$54,033.90"
CMF,"$53,912.02"
TEACHER,"$53,870.24"
TEACHER,"$53,850.04"
CLAS-NON; MECHANIC,"$53,839.25"
TEACHER,"$53,835.32"
CLAS-NON; SECRETARY 226,"$53,821.34"
CMF; MAINTENANCE,"$53,811.14"
TEACHER,"$53,784.06"
SECRETARY 226,"$53,774.34"
SECRETARY 226,"$53,774.34"
SECRETARY 183,"$53,762.96"
TEACHER; TEACHER PT/JS,"$53,735.82"
CMF; FIELD SERVICE TECH,"$53,731.83"
TEACHER,"$53,710.74"
TEACHER,"$53,635.04"
CLAS-NON; SECRETARY 183,"$53,634.64"
TEACHER,"$53,615.92"
TEACHER,"$53,556.04"
TEACHER,"$53,533.10"
INTERVENTION SPECIALIST; TEACHER,"$53,465.32"
CLAS-NON; SECRETARY 183,"$53,405.18"
TEACHER,"$53,353.68"
INTERVENTION SPECIALIST; TEACHER,"$53,295.46"
INTERVENTION SPECIALIST; TEACHER,"$53,271.29"
TEACHER,"$53,256.78"
CLINIC AIDE; INT-AIDE,"$53,226.08"
CMF; CUSTODIAN,"$53,222.81"
TEACHER,"$53,215.50"
INTERVENTION SPECIALIST; TEACHER,"$53,176.04"
INTERVENTION SPECIALIST; TEACHER,"$53,151.46"
TEACHER; TEACHER PT/JS,"$53,067.52"
CLAS-NON; SECRETARY 183,"$53,051.92"
TEACHER,"$53,050.04"
DRIVER; TRANS DRIVER,"$53,030.95"
TEACHER,"$53,005.74"
TEACHER; TEACHER PT/JS,"$52,955.60"
CLINIC AIDE; INT-AIDE,"$52,938.79"
TEACHER,"$52,924.61"
CMF; CUSTODIAN,"$52,922.47"
TEACHER,"$52,848.16"
TEACHER,"$52,733.96"
CLINIC AIDE,"$52,720.48"
INT-AIDE; INTERVENTION AIDE,"$52,700.80"
TEACHER,"$52,630.60"
CMF; CUSTODIAN,"$52,614.96"
ADMIN; STRS SCHOOL SOCIAL WORKER,"$52,536.70"
ADMIN; STRS SCHOOL SOCIAL WORKER,"$52,536.70"
ADMIN; STRS SCHOOL SOCIAL WORKER,"$52,536.70"
ADMIN; STRS SCHOOL SOCIAL WORKER,"$52,536.70"
ADMIN; STRS SCHOOL SOCIAL WORKER,"$52,536.70"
CMF; CUSTODIAN,"$52,500.10"
CLAS-NON,"$52,479.04"
SECRETARY 260,"$52,322.44"
DRIVER; TRANS DRIVER,"$52,242.89"
SECRETARY 226,"$52,240.62"
INT-AIDE; INTERVENTION AIDE,"$52,139.76"
DRIVER; TRANS DRIVER,"$52,082.72"
CLINIC AIDE; INT-AIDE,"$52,066.04"
FOOD SVC MANAGER; FOOD-SVC,"$52,061.21"
TEACHER,"$52,000.32"
TEACHER,"$52,000.32"
FOOD SVC MANAGER; FOOD-SVC,"$51,963.24"
TEACHER,"$51,922.82"
INT-AIDE; INTERVENTION AIDE,"$51,849.25"
CLINIC AIDE; INT-AIDE,"$51,829.90"
TEACHER; TEACHER PT/JS,"$51,820.13"
TEACHER,"$51,730.60"
INTERVENTION AIDE,"$51,719.76"
CLAS-NON; CLERKS,"$51,712.07"
CMF; CUSTODIAN,"$51,688.23"
CMF; CUSTODIAN,"$51,663.45"
TEACHER,"$51,652.24"
TEACHER,"$51,571.46"
TEACHER,"$51,480.49"
TEACHER,"$51,408.50"
TEACHER,"$51,353.10"
TEACHER,"$51,312.80"
CLERKS,"$51,257.92"
INTERVENTION SPECIALIST; TEACHER,"$51,253.49"
CMF; CUSTODIAN,"$51,227.81"
CMF,"$51,218.57"
